mes,pais,plan,motivo,clientes,mrr_perdido_usd
2025-08,Ecuador,Premium,Funcionalidad faltante,3,251.54
2025-08,Ecuador,Premium,Otro / sin motivo registrado,2,183.97
2025-08,Ecuador,Corporativo,Cerró o quebró el negocio,2,298.34
2025-08,Ecuador,Corporativo,Precio / ajuste anual,2,239.42
2025-08,Ecuador,Corporativo,Se fue a la competencia,1,184.27
2025-08,Ecuador,Corporativo,Mala experiencia de soporte,2,224.48
2025-08,Ecuador,Corporativo,No logró implementar,1,136.63
2025-08,Ecuador,Corporativo,Cambió de contador,1,97.77
2025-08,Ecuador,Siigo POS,Cerró o quebró el negocio,11,301.6
2025-08,Ecuador,Siigo POS,Precio / ajuste anual,10,242.04
2025-08,Ecuador,Siigo POS,Se fue a la competencia,7,186.28
2025-08,Ecuador,Siigo POS,Mala experiencia de soporte,9,226.94
2025-08,Ecuador,Siigo POS,No logró implementar,6,138.13
2025-08,Ecuador,Siigo POS,Cambió de contador,3,98.84
2025-08,Ecuador,Siigo POS,Funcionalidad faltante,3,84.9
2025-08,Ecuador,Siigo POS,Otro / sin motivo registrado,2,62.09
2025-08,Ecuador,POS Gastrobar,Cerró o quebró el negocio,6,217.46
2025-08,Ecuador,POS Gastrobar,Precio / ajuste anual,4,174.51
2025-08,Ecuador,POS Gastrobar,Se fue a la competencia,3,134.31
2025-08,Ecuador,POS Gastrobar,Mala experiencia de soporte,5,163.62
2025-08,Ecuador,POS Gastrobar,No logró implementar,4,99.59
2025-08,Ecuador,POS Gastrobar,Cambió de contador,2,71.27
2025-08,Ecuador,POS Gastrobar,Funcionalidad faltante,2,61.22
2025-08,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,44.77
2025-09,Ecuador,Siigo Contador,Cerró o quebró el negocio,20,0.0
2025-09,Ecuador,Siigo Contador,Precio / ajuste anual,13,0.0
2025-09,Ecuador,Siigo Contador,Se fue a la competencia,9,0.0
2025-09,Ecuador,Siigo Contador,Mala experiencia de soporte,13,0.0
2025-09,Ecuador,Siigo Contador,No logró implementar,6,0.0
2025-09,Ecuador,Siigo Contador,Cambió de contador,5,0.0
2025-09,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-09,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-09,Ecuador,Profesional Independiente,Cerró o quebró el negocio,49,1872.4
2025-09,Ecuador,Profesional Independiente,Precio / ajuste anual,35,1502.64
2025-09,Ecuador,Profesional Independiente,Se fue a la competencia,33,1156.48
2025-09,Ecuador,Profesional Independiente,Mala experiencia de soporte,37,1408.87
2025-09,Ecuador,Profesional Independiente,No logró implementar,23,857.53
2025-09,Ecuador,Profesional Independiente,Cambió de contador,13,613.64
2025-09,Ecuador,Profesional Independiente,Funcionalidad faltante,10,527.11
2025-09,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,385.49
2025-09,Ecuador,Emprendedor,Cerró o quebró el negocio,36,1789.59
2025-09,Ecuador,Emprendedor,Precio / ajuste anual,24,1436.19
2025-09,Ecuador,Emprendedor,Se fue a la competencia,20,1105.34
2025-09,Ecuador,Emprendedor,Mala experiencia de soporte,23,1346.56
2025-09,Ecuador,Emprendedor,No logró implementar,17,819.6
2025-09,Ecuador,Emprendedor,Cambió de contador,11,586.51
2025-09,Ecuador,Emprendedor,Funcionalidad faltante,8,503.79
2025-09,Ecuador,Emprendedor,Otro / sin motivo registrado,7,368.45
2025-09,Ecuador,Premium,Cerró o quebró el negocio,13,875.14
2025-09,Ecuador,Premium,Precio / ajuste anual,11,702.32
2025-09,Ecuador,Premium,Se fue a la competencia,8,540.53
2025-09,Ecuador,Premium,Mala experiencia de soporte,11,658.49
2025-09,Ecuador,Premium,No logró implementar,6,400.8
2025-09,Ecuador,Premium,Cambió de contador,5,286.81
2025-09,Ecuador,Premium,Funcionalidad faltante,4,246.36
2025-09,Ecuador,Premium,Otro / sin motivo registrado,3,180.18
2025-09,Ecuador,Corporativo,Cerró o quebró el negocio,2,279.2
2025-09,Ecuador,Corporativo,Precio / ajuste anual,2,224.06
2025-09,Ecuador,Corporativo,Se fue a la competencia,1,172.45
2025-09,Ecuador,Corporativo,Mala experiencia de soporte,1,210.08
2025-09,Ecuador,Corporativo,No logró implementar,1,127.87
2025-09,Ecuador,Siigo POS,Cerró o quebró el negocio,14,328.1
2025-09,Ecuador,Siigo POS,Precio / ajuste anual,12,263.31
2025-09,Ecuador,Siigo POS,Se fue a la competencia,8,202.65
2025-09,Ecuador,Siigo POS,Mala experiencia de soporte,9,246.87
2025-09,Ecuador,Siigo POS,No logró implementar,6,150.26
2025-09,Ecuador,Siigo POS,Cambió de contador,4,107.53
2025-09,Ecuador,Siigo POS,Funcionalidad faltante,4,92.36
2025-09,Ecuador,Siigo POS,Otro / sin motivo registrado,2,67.55
2025-09,Ecuador,POS Gastrobar,Cerró o quebró el negocio,6,229.5
2025-09,Ecuador,POS Gastrobar,Precio / ajuste anual,6,184.18
2025-09,Ecuador,POS Gastrobar,Se fue a la competencia,4,141.75
2025-09,Ecuador,POS Gastrobar,Mala experiencia de soporte,5,172.68
2025-09,Ecuador,POS Gastrobar,No logró implementar,3,105.11
2025-09,Ecuador,POS Gastrobar,Cambió de contador,2,75.21
2025-09,Ecuador,POS Gastrobar,Funcionalidad faltante,2,64.61
2025-09,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,47.25
2025-10,Ecuador,Siigo Contador,Cerró o quebró el negocio,17,0.0
2025-10,Ecuador,Siigo Contador,Precio / ajuste anual,12,0.0
2025-10,Ecuador,Siigo Contador,Se fue a la competencia,8,0.0
2025-10,Ecuador,Siigo Contador,Mala experiencia de soporte,9,0.0
2025-10,Ecuador,Siigo Contador,No logró implementar,7,0.0
2025-10,Ecuador,Siigo Contador,Cambió de contador,5,0.0
2025-10,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-10,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-10,Ecuador,Profesional Independiente,Cerró o quebró el negocio,39,1830.45
2025-10,Ecuador,Profesional Independiente,Precio / ajuste anual,36,1468.98
2025-10,Ecuador,Profesional Independiente,Se fue a la competencia,31,1130.57
2025-10,Ecuador,Profesional Independiente,Mala experiencia de soporte,22,930.61
2025-10,Ecuador,Profesional Independiente,No logró implementar,20,838.32
2025-10,Ecuador,Profesional Independiente,Cambió de contador,16,599.9
2025-10,Ecuador,Profesional Independiente,Funcionalidad faltante,13,515.3
2025-10,Ecuador,Profesional Independiente,Otro / sin motivo registrado,10,376.86
2025-10,Ecuador,Emprendedor,Cerró o quebró el negocio,35,1931.87
2025-10,Ecuador,Emprendedor,Precio / ajuste anual,32,1550.36
2025-10,Ecuador,Emprendedor,Se fue a la competencia,26,1193.21
2025-10,Ecuador,Emprendedor,Mala experiencia de soporte,18,982.17
2025-10,Ecuador,Emprendedor,No logró implementar,18,884.76
2025-10,Ecuador,Emprendedor,Cambió de contador,10,633.13
2025-10,Ecuador,Emprendedor,Funcionalidad faltante,10,543.85
2025-10,Ecuador,Emprendedor,Otro / sin motivo registrado,8,397.74
2025-10,Ecuador,Premium,Cerró o quebró el negocio,15,935.3
2025-10,Ecuador,Premium,Precio / ajuste anual,14,750.6
2025-10,Ecuador,Premium,Se fue a la competencia,9,577.68
2025-10,Ecuador,Premium,Mala experiencia de soporte,7,475.51
2025-10,Ecuador,Premium,No logró implementar,6,428.35
2025-10,Ecuador,Premium,Cambió de contador,4,306.53
2025-10,Ecuador,Premium,Funcionalidad faltante,3,263.3
2025-10,Ecuador,Premium,Otro / sin motivo registrado,3,192.56
2025-10,Ecuador,Corporativo,Cerró o quebró el negocio,2,318.55
2025-10,Ecuador,Corporativo,Precio / ajuste anual,2,255.64
2025-10,Ecuador,Corporativo,Se fue a la competencia,1,196.75
2025-10,Ecuador,Corporativo,Mala experiencia de soporte,1,161.95
2025-10,Ecuador,Corporativo,No logró implementar,1,145.89
2025-10,Ecuador,Siigo POS,Cerró o quebró el negocio,14,313.69
2025-10,Ecuador,Siigo POS,Precio / ajuste anual,9,251.74
2025-10,Ecuador,Siigo POS,Se fue a la competencia,7,193.75
2025-10,Ecuador,Siigo POS,Mala experiencia de soporte,7,159.48
2025-10,Ecuador,Siigo POS,No logró implementar,5,143.67
2025-10,Ecuador,Siigo POS,Cambió de contador,4,102.81
2025-10,Ecuador,Siigo POS,Funcionalidad faltante,3,88.31
2025-10,Ecuador,Siigo POS,Otro / sin motivo registrado,2,64.58
2025-10,Ecuador,POS Gastrobar,Cerró o quebró el negocio,7,230.87
2025-10,Ecuador,POS Gastrobar,Precio / ajuste anual,4,185.28
2025-10,Ecuador,POS Gastrobar,Se fue a la competencia,4,142.6
2025-10,Ecuador,POS Gastrobar,Mala experiencia de soporte,3,117.38
2025-10,Ecuador,POS Gastrobar,No logró implementar,3,105.74
2025-10,Ecuador,POS Gastrobar,Cambió de contador,2,75.66
2025-10,Ecuador,POS Gastrobar,Funcionalidad faltante,2,64.99
2025-10,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,47.53
2025-11,Ecuador,Siigo Contador,Cerró o quebró el negocio,16,0.0
2025-11,Ecuador,Siigo Contador,Precio / ajuste anual,12,0.0
2025-11,Ecuador,Siigo Contador,Se fue a la competencia,10,0.0
2025-11,Ecuador,Siigo Contador,Mala experiencia de soporte,9,0.0
2025-11,Ecuador,Siigo Contador,No logró implementar,6,0.0
2025-11,Ecuador,Siigo Contador,Cambió de contador,5,0.0
2025-11,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2025-11,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2025-11,Ecuador,Profesional Independiente,Cerró o quebró el negocio,54,1964.59
2025-11,Ecuador,Profesional Independiente,Precio / ajuste anual,36,1576.62
2025-11,Ecuador,Profesional Independiente,Se fue a la competencia,24,1213.42
2025-11,Ecuador,Profesional Independiente,Mala experiencia de soporte,29,998.8
2025-11,Ecuador,Profesional Independiente,No logró implementar,26,899.75
2025-11,Ecuador,Profesional Independiente,Cambió de contador,13,643.86
2025-11,Ecuador,Profesional Independiente,Funcionalidad faltante,14,553.06
2025-11,Ecuador,Profesional Independiente,Otro / sin motivo registrado,10,404.47
2025-11,Ecuador,Emprendedor,Cerró o quebró el negocio,26,1879.75
2025-11,Ecuador,Emprendedor,Precio / ajuste anual,30,1508.54
2025-11,Ecuador,Emprendedor,Se fue a la competencia,21,1161.02
2025-11,Ecuador,Emprendedor,Mala experiencia de soporte,19,955.67
2025-11,Ecuador,Emprendedor,No logró implementar,12,860.89
2025-11,Ecuador,Emprendedor,Cambió de contador,12,616.05
2025-11,Ecuador,Emprendedor,Funcionalidad faltante,8,529.17
2025-11,Ecuador,Emprendedor,Otro / sin motivo registrado,8,387.01
2025-11,Ecuador,Premium,Cerró o quebró el negocio,15,937.47
2025-11,Ecuador,Premium,Precio / ajuste anual,12,752.34
2025-11,Ecuador,Premium,Se fue a la competencia,11,579.02
2025-11,Ecuador,Premium,Mala experiencia de soporte,9,476.61
2025-11,Ecuador,Premium,No logró implementar,6,429.34
2025-11,Ecuador,Premium,Cambió de contador,4,307.24
2025-11,Ecuador,Premium,Funcionalidad faltante,5,263.91
2025-11,Ecuador,Premium,Otro / sin motivo registrado,3,193.01
2025-11,Ecuador,Corporativo,Cerró o quebró el negocio,2,318.52
2025-11,Ecuador,Corporativo,Precio / ajuste anual,2,255.62
2025-11,Ecuador,Corporativo,Se fue a la competencia,1,196.73
2025-11,Ecuador,Corporativo,Mala experiencia de soporte,1,161.94
2025-11,Ecuador,Corporativo,No logró implementar,1,145.88
2025-11,Ecuador,Siigo POS,Cerró o quebró el negocio,14,301.41
2025-11,Ecuador,Siigo POS,Precio / ajuste anual,8,241.88
2025-11,Ecuador,Siigo POS,Se fue a la competencia,7,186.16
2025-11,Ecuador,Siigo POS,Mala experiencia de soporte,5,153.24
2025-11,Ecuador,Siigo POS,No logró implementar,5,138.04
2025-11,Ecuador,Siigo POS,Cambió de contador,3,98.78
2025-11,Ecuador,Siigo POS,Funcionalidad faltante,3,84.85
2025-11,Ecuador,Siigo POS,Otro / sin motivo registrado,2,62.05
2025-11,Ecuador,POS Gastrobar,Cerró o quebró el negocio,6,245.92
2025-11,Ecuador,POS Gastrobar,Precio / ajuste anual,4,197.35
2025-11,Ecuador,POS Gastrobar,Se fue a la competencia,3,151.89
2025-11,Ecuador,POS Gastrobar,Mala experiencia de soporte,4,125.02
2025-11,Ecuador,POS Gastrobar,No logró implementar,2,112.63
2025-11,Ecuador,POS Gastrobar,Cambió de contador,2,80.59
2025-11,Ecuador,POS Gastrobar,Funcionalidad faltante,2,69.23
2025-11,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,50.63
2025-12,Ecuador,Siigo Contador,Cerró o quebró el negocio,16,0.0
2025-12,Ecuador,Siigo Contador,Precio / ajuste anual,14,0.0
2025-12,Ecuador,Siigo Contador,Se fue a la competencia,14,0.0
2025-12,Ecuador,Siigo Contador,Mala experiencia de soporte,10,0.0
2025-12,Ecuador,Siigo Contador,No logró implementar,10,0.0
2025-12,Ecuador,Siigo Contador,Cambió de contador,7,0.0
2025-12,Ecuador,Siigo Contador,Funcionalidad faltante,5,0.0
2025-12,Ecuador,Siigo Contador,Otro / sin motivo registrado,4,0.0
2025-12,Ecuador,Profesional Independiente,Cerró o quebró el negocio,52,2159.64
2025-12,Ecuador,Profesional Independiente,Precio / ajuste anual,46,1733.16
2025-12,Ecuador,Profesional Independiente,Se fue a la competencia,35,1333.9
2025-12,Ecuador,Profesional Independiente,Mala experiencia de soporte,27,1097.97
2025-12,Ecuador,Profesional Independiente,No logró implementar,23,989.08
2025-12,Ecuador,Profesional Independiente,Cambió de contador,18,707.78
2025-12,Ecuador,Profesional Independiente,Funcionalidad faltante,16,607.97
2025-12,Ecuador,Profesional Independiente,Otro / sin motivo registrado,10,444.63
2025-12,Ecuador,Emprendedor,Cerró o quebró el negocio,44,2159.44
2025-12,Ecuador,Emprendedor,Precio / ajuste anual,30,1733.0
2025-12,Ecuador,Emprendedor,Se fue a la competencia,22,1333.77
2025-12,Ecuador,Emprendedor,Mala experiencia de soporte,20,1097.87
2025-12,Ecuador,Emprendedor,No logró implementar,18,988.99
2025-12,Ecuador,Emprendedor,Cambió de contador,13,707.72
2025-12,Ecuador,Emprendedor,Funcionalidad faltante,9,607.91
2025-12,Ecuador,Emprendedor,Otro / sin motivo registrado,8,444.59
2025-12,Ecuador,Premium,Cerró o quebró el negocio,16,1038.99
2025-12,Ecuador,Premium,Precio / ajuste anual,14,833.81
2025-12,Ecuador,Premium,Se fue a la competencia,9,641.73
2025-12,Ecuador,Premium,Mala experiencia de soporte,9,528.23
2025-12,Ecuador,Premium,No logró implementar,7,475.84
2025-12,Ecuador,Premium,Cambió de contador,4,340.51
2025-12,Ecuador,Premium,Funcionalidad faltante,6,292.49
2025-12,Ecuador,Premium,Otro / sin motivo registrado,3,213.91
2025-12,Ecuador,Corporativo,Cerró o quebró el negocio,3,377.66
2025-12,Ecuador,Corporativo,Precio / ajuste anual,2,303.08
2025-12,Ecuador,Corporativo,Se fue a la competencia,1,233.26
2025-12,Ecuador,Corporativo,Mala experiencia de soporte,1,192.0
2025-12,Ecuador,Corporativo,No logró implementar,1,172.96
2025-12,Ecuador,Siigo POS,Cerró o quebró el negocio,13,351.6
2025-12,Ecuador,Siigo POS,Precio / ajuste anual,10,282.17
2025-12,Ecuador,Siigo POS,Se fue a la competencia,8,217.17
2025-12,Ecuador,Siigo POS,Mala experiencia de soporte,6,178.76
2025-12,Ecuador,Siigo POS,No logró implementar,5,161.03
2025-12,Ecuador,Siigo POS,Cambió de contador,5,115.23
2025-12,Ecuador,Siigo POS,Funcionalidad faltante,4,98.98
2025-12,Ecuador,Siigo POS,Otro / sin motivo registrado,2,72.39
2025-12,Ecuador,POS Gastrobar,Cerró o quebró el negocio,9,274.09
2025-12,Ecuador,POS Gastrobar,Precio / ajuste anual,7,219.97
2025-12,Ecuador,POS Gastrobar,Se fue a la competencia,3,169.29
2025-12,Ecuador,POS Gastrobar,Mala experiencia de soporte,4,139.35
2025-12,Ecuador,POS Gastrobar,No logró implementar,3,125.53
2025-12,Ecuador,POS Gastrobar,Cambió de contador,2,89.83
2025-12,Ecuador,POS Gastrobar,Funcionalidad faltante,3,77.16
2025-12,Ecuador,POS Gastrobar,Otro / sin motivo registrado,1,56.43
2026-01,Ecuador,Siigo Contador,Cerró o quebró el negocio,20,0.0
2026-01,Ecuador,Siigo Contador,Precio / ajuste anual,24,0.0
2026-01,Ecuador,Siigo Contador,Se fue a la competencia,12,0.0
2026-01,Ecuador,Siigo Contador,Mala experiencia de soporte,9,0.0
2026-01,Ecuador,Siigo Contador,No logró implementar,11,0.0
2026-01,Ecuador,Siigo Contador,Cambió de contador,6,0.0
2026-01,Ecuador,Siigo Contador,Funcionalidad faltante,5,0.0
2026-01,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2026-01,Ecuador,Profesional Independiente,Cerró o quebró el negocio,70,2424.37
2026-01,Ecuador,Profesional Independiente,Precio / ajuste anual,77,3171.34
2026-01,Ecuador,Profesional Independiente,Se fue a la competencia,41,1497.4
2026-01,Ecuador,Profesional Independiente,Mala experiencia de soporte,32,1232.56
2026-01,Ecuador,Profesional Independiente,No logró implementar,32,1110.32
2026-01,Ecuador,Profesional Independiente,Cambió de contador,15,794.54
2026-01,Ecuador,Profesional Independiente,Funcionalidad faltante,14,682.49
2026-01,Ecuador,Profesional Independiente,Otro / sin motivo registrado,12,499.13
2026-01,Ecuador,Emprendedor,Cerró o quebró el negocio,44,2491.51
2026-01,Ecuador,Emprendedor,Precio / ajuste anual,74,3259.16
2026-01,Ecuador,Emprendedor,Se fue a la competencia,28,1538.87
2026-01,Ecuador,Emprendedor,Mala experiencia de soporte,25,1266.69
2026-01,Ecuador,Emprendedor,No logró implementar,18,1141.07
2026-01,Ecuador,Emprendedor,Cambió de contador,15,816.54
2026-01,Ecuador,Emprendedor,Funcionalidad faltante,12,701.39
2026-01,Ecuador,Emprendedor,Otro / sin motivo registrado,11,512.96
2026-01,Ecuador,Premium,Cerró o quebró el negocio,22,1241.36
2026-01,Ecuador,Premium,Precio / ajuste anual,28,1623.83
2026-01,Ecuador,Premium,Se fue a la competencia,12,766.72
2026-01,Ecuador,Premium,Mala experiencia de soporte,9,631.11
2026-01,Ecuador,Premium,No logró implementar,8,568.52
2026-01,Ecuador,Premium,Cambió de contador,6,406.83
2026-01,Ecuador,Premium,Funcionalidad faltante,6,349.46
2026-01,Ecuador,Premium,Otro / sin motivo registrado,5,255.57
2026-01,Ecuador,Corporativo,Cerró o quebró el negocio,4,457.77
2026-01,Ecuador,Corporativo,Precio / ajuste anual,6,598.81
2026-01,Ecuador,Corporativo,Se fue a la competencia,2,282.74
2026-01,Ecuador,Corporativo,Mala experiencia de soporte,2,232.73
2026-01,Ecuador,Corporativo,No logró implementar,1,209.65
2026-01,Ecuador,Corporativo,Cambió de contador,1,150.03
2026-01,Ecuador,Corporativo,Funcionalidad faltante,1,128.87
2026-01,Ecuador,Siigo POS,Cerró o quebró el negocio,13,392.55
2026-01,Ecuador,Siigo POS,Precio / ajuste anual,20,513.5
2026-01,Ecuador,Siigo POS,Se fue a la competencia,10,242.46
2026-01,Ecuador,Siigo POS,Mala experiencia de soporte,8,199.57
2026-01,Ecuador,Siigo POS,No logró implementar,7,179.78
2026-01,Ecuador,Siigo POS,Cambió de contador,5,128.65
2026-01,Ecuador,Siigo POS,Funcionalidad faltante,4,110.51
2026-01,Ecuador,Siigo POS,Otro / sin motivo registrado,3,80.82
2026-01,Ecuador,POS Gastrobar,Cerró o quebró el negocio,10,324.07
2026-01,Ecuador,POS Gastrobar,Precio / ajuste anual,15,423.92
2026-01,Ecuador,POS Gastrobar,Se fue a la competencia,6,200.16
2026-01,Ecuador,POS Gastrobar,Mala experiencia de soporte,5,164.76
2026-01,Ecuador,POS Gastrobar,No logró implementar,4,148.42
2026-01,Ecuador,POS Gastrobar,Cambió de contador,2,106.21
2026-01,Ecuador,POS Gastrobar,Funcionalidad faltante,2,91.23
2026-01,Ecuador,POS Gastrobar,Otro / sin motivo registrado,2,66.72
2026-02,Ecuador,Siigo Contador,Cerró o quebró el negocio,14,0.0
2026-02,Ecuador,Siigo Contador,Precio / ajuste anual,18,0.0
2026-02,Ecuador,Siigo Contador,Se fue a la competencia,10,0.0
2026-02,Ecuador,Siigo Contador,Mala experiencia de soporte,7,0.0
2026-02,Ecuador,Siigo Contador,No logró implementar,7,0.0
2026-02,Ecuador,Siigo Contador,Cambió de contador,6,0.0
2026-02,Ecuador,Siigo Contador,Funcionalidad faltante,4,0.0
2026-02,Ecuador,Siigo Contador,Otro / sin motivo registrado,3,0.0
2026-02,Ecuador,Profesional Independiente,Cerró o quebró el negocio,47,1936.51
2026-02,Ecuador,Profesional Independiente,Precio / ajuste anual,51,2533.16
2026-02,Ecuador,Profesional Independiente,Se fue a la competencia,25,1196.08
2026-02,Ecuador,Profesional Independiente,Mala experiencia de soporte,22,984.53
2026-02,Ecuador,Profesional Independiente,No logró implementar,23,886.89
2026-02,Ecuador,Profesional Independiente,Cambió de contador,16,634.65
2026-02,Ecuador,Profesional Independiente,Funcionalidad faltante,13,545.15
2026-02,Ecuador,Profesional Independiente,Otro / sin motivo registrado,9,398.69
2026-02,Ecuador,Emprendedor,Cerró o quebró el negocio,34,1844.3
2026-02,Ecuador,Emprendedor,Precio / ajuste anual,48,2412.54
